cdc_campus	denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	year_growth_rate
071904101	565	33	109	64	88	294	0.520353982300885
071904103	451	31	100	79	80	290	0.643015521064302
071904104	388	11	49	64	100	224	0.577319587628866
071905001	765	55	43	245	236	579	0.756862745098039
071905002	530	25	30	209	59	323	0.609433962264151
071905003	682	53	37	189	239	518	0.759530791788856
071905004	610	51	41	199	183	474	0.777049180327869
071905005	452	51	37	103	125	316	0.699115044247788
071905007	656	33	43	228	160	464	0.707317073170732
071905008	803	58	51	226	255	590	0.734744707347447
071905010	4	1	1	0	0	2	0.5
071905017	147	0	4	50	44	98	0.666666666666667
071905018	574	1	12	104	307	424	0.738675958188153
071905033	1	0	0	0	0	0	0
071905042	2403	141	427	385	374	1327	0.552226383687058
071905043	2140	64	300	466	605	1435	0.670560747663551
071905044	904	82	155	138	179	554	0.61283185840708
071905046	1079	88	197	197	132	614	0.569045412418906
071905048	625	41	119	107	108	375	0.6
071905050	1150	54	184	203	224	665	0.578260869565217
071905052	806	58	145	150	145	498	0.617866004962779
071905055	1479	114	291	274	286	965	0.652467883705206
071905056	2345	137	416	508	424	1485	0.633262260127932
071905101	361	25	87	56	66	234	0.64819944598338
071905103	365	25	70	42	77	214	0.586301369863014
071905104	270	4	40	58	77	179	0.662962962962963
071905105	368	18	57	51	101	227	0.616847826086957
071905106	965	27	111	143	364	645	0.66839378238342
071905107	486	11	62	70	179	322	0.662551440329218
071905108	406	13	54	46	96	209	0.514778325123153
071905109	375	14	52	45	80	191	0.509333333333333
071905110	209	11	40	28	50	129	0.617224880382775
071905112	265	12	65	56	45	178	0.671698113207547
071905113	338	4	62	55	81	202	0.597633136094675
071905114	204	0	19	48	94	161	0.78921568627451
071905116	389	12	55	69	94	230	0.591259640102828
071905117	627	13	55	93	223	384	0.61244019138756
071905118	177	6	30	44	55	135	0.76271186440678
071905119	289	15	55	48	81	199	0.688581314878893
071905120	649	32	107	98	209	446	0.687211093990755
071905121	356	15	56	63	106	240	0.674157303370787
071905122	395	26	88	68	81	263	0.665822784810127
071905123	222	5	48	36	64	153	0.689189189189189
071905124	532	9	55	65	181	310	0.582706766917293
071905127	236	14	45	34	44	137	0.580508474576271
071905128	481	10	44	73	212	339	0.704781704781705
071905129	387	4	45	55	143	247	0.638242894056848
071905130	215	16	50	35	58	159	0.73953488372093
071905131	336	9	63	53	99	224	0.666666666666667
071905132	510	10	65	103	187	365	0.715686274509804
071905133	299	11	57	46	87	201	0.672240802675585
071905135	281	9	47	42	59	157	0.558718861209964
071905136	473	17	86	96	135	334	0.706131078224101
071905138	796	15	56	146	289	506	0.635678391959799
071905139	280	34	68	42	51	195	0.696428571428571
071905141	427	10	67	63	152	292	0.68384074941452
071905142	266	7	38	46	110	201	0.755639097744361
071905145	306	27	63	41	51	182	0.594771241830065
071905146	486	23	64	64	100	251	0.516460905349794
071906001	108	2	5	33	25	65	0.601851851851852
071906041	322	16	76	77	73	242	0.751552795031056
071906101	260	28	80	43	37	188	0.723076923076923
071907001	581	54	43	199	95	391	0.672977624784854
071907003	140	0	2	61	35	98	0.7
071907041	1142	49	170	143	304	666	0.583187390542907
071907042	1130	73	211	161	219	664	0.587610619469027
071907101	321	11	55	42	80	188	0.585669781931464
071907102	199	15	52	32	33	132	0.663316582914573
071907103	302	31	65	38	80	214	0.708609271523179
071907104	233	7	43	31	54	135	0.579399141630901
071907105	289	16	45	39	69	169	0.58477508650519
071907106	276	7	34	32	118	191	0.692028985507246
071908001	134	11	11	28	13	63	0.470149253731343
071908041	448	48	98	59	57	262	0.584821428571429
071908044	255	32	61	36	24	153	0.6
071909001	946	75	60	286	131	552	0.583509513742072
071909002	1099	51	51	340	263	705	0.641492265696087
071909004	1010	52	63	370	171	656	0.64950495049505
071909005	839	41	71	243	236	591	0.704410011918951
071909007	169	1	3	64	59	127	0.751479289940828
071909008	878	62	56	281	187	586	0.667425968109339
071909009	3	0	0	2	0	2	0.666666666666667
071909011	952	23	41	292	346	702	0.737394957983193
071909041	1192	69	198	150	176	593	0.49748322147651
071909042	1186	78	219	183	155	635	0.535413153456998
071909043	1327	59	173	251	350	833	0.627731725697061
071909044	1699	74	291	291	401	1057	0.622130665097116
071909045	1418	67	220	265	295	847	0.597320169252468
071909046	1980	42	275	416	607	1340	0.676767676767677
071909047	1616	42	227	354	396	1019	0.630569306930693
071909048	2024	89	323	350	434	1196	0.590909090909091
071909049	1888	67	312	324	454	1157	0.612817796610169
071909101	280	19	69	51	66	205	0.732142857142857
071909102	391	23	65	66	128	282	0.721227621483376
071909103	345	7	61	60	128	256	0.742028985507246
071909104	331	9	56	65	91	221	0.667673716012085
071909105	520	10	84	87	208	389	0.748076923076923
071909106	340	11	67	51	102	231	0.679411764705882
071909107	348	22	64	50	99	235	0.675287356321839
071909109	263	10	33	36	75	154	0.585551330798479
071909111	520	41	93	76	132	342	0.657692307692308
071909112	406	23	58	50	104	235	0.578817733990148
071909113	479	36	97	88	129	350	0.730688935281837
071909114	519	30	106	86	137	359	0.691714836223507
071909115	570	22	107	103	167	399	0.7
071909116	1225	58	224	225	275	782	0.638367346938776
071909117	958	48	145	173	258	624	0.651356993736952
071909119	798	26	150	117	257	550	0.68922305764411
071909120	1296	78	281	289	260	908	0.700617283950617
071909121	426	11	54	74	169	308	0.723004694835681
071909122	1099	47	169	216	283	715	0.650591446769791
071909123	1214	59	213	207	339	818	0.673805601317957
071909124	1561	37	185	257	581	1060	0.679051889814222
071909125	495	30	74	84	147	335	0.676767676767677
071909126	671	28	97	85	229	439	0.65424739195231
071909127	497	27	70	84	162	343	0.690140845070423
071909128	491	26	88	70	146	330	0.672097759674134
071909129	662	12	69	108	263	452	0.682779456193353
071909130	470	36	103	78	87	304	0.646808510638298
071909131	441	36	73	68	119	296	0.671201814058957
071909132	328	4	51	63	127	245	0.746951219512195
072801001	16	0	2	7	0	9	0.5625
072801101	27	1	4	8	3	16	0.592592592592593
072801102	1	0	0	0	0	0	0
072801103	8	2	1	1	0	4	0.5
072801104	7	0	1	2	2	5	0.714285714285714
072801107	5	0	0	1	2	3	0.6
072801108	4	1	0	0	0	1	0.25
072801110	7	0	1	1	0	2	0.285714285714286
072801112	29	1	3	6	0	10	0.344827586206897
072801113	15	0	1	6	1	8	0.533333333333333
072801115	4	0	0	1	1	2	0.5
072801116	2	0	0	1	0	1	0.5
072801117	7	1	0	2	1	4	0.571428571428571
072801118	1	0	0	1	0	1	1
072801121	22	1	2	6	1	10	0.454545454545455
072801128	2	0	0	1	0	1	0.5
072801129	1	1	0	0	0	1	1
072801130	5	0	0	3	1	4	0.8
072801131	5	0	0	2	0	2	0.4
072801135	8	0	0	4	0	4	0.5
072801136	7	0	2	4	0	6	0.857142857142857
072801137	17	0	1	6	0	7	0.411764705882353
072801138	15	2	1	3	1	7	0.466666666666667
072801139	2	0	0	1	0	1	0.5
072801142	31	0	3	5	3	11	0.354838709677419
072801144	5	0	0	0	0	0	0
072801145	166	10	7	30	9	56	0.337349397590361
072801146	3	0	0	1	0	1	0.333333333333333
072801147	10	3	0	2	0	5	0.5
072801148	9	1	0	5	0	6	0.666666666666667
072801149	2	0	0	1	0	1	0.5
072801150	13	2	1	0	0	3	0.230769230769231
072802001	9	3	0	1	0	4	0.444444444444444
072802002	3	0	1	0	0	1	0.333333333333333
072901101	129	4	22	16	16	58	0.449612403100775
072902001	449	19	74	103	100	296	0.65924276169265
072902102	484	6	61	71	126	264	0.545454545454545
072903001	404	16	31	130	67	244	0.603960396039604
072903041	1096	62	208	239	318	827	0.75456204379562
072903103	1076	35	147	141	289	612	0.568773234200744
072903104	499	25	79	66	146	316	0.633266533066132
072904101	150	11	22	22	27	82	0.546666666666667
072908001	163	2	24	32	41	99	0.607361963190184
072909001	231	7	43	58	45	153	0.662337662337662
072910101	129	8	35	25	26	94	0.728682170542636
073901001	416	20	73	76	59	228	0.548076923076923
073903001	93	11	7	22	6	46	0.494623655913979
073903041	340	68	52	36	23	179	0.526470588235294
073903103	231	50	43	13	11	117	0.506493506493506
073904101	162	5	25	27	48	105	0.648148148148148
073905001	83	8	7	26	3	44	0.530120481927711
073905041	160	20	36	21	18	95	0.59375
073905102	239	18	36	30	33	117	0.489539748953975
074903001	194	12	15	57	25	109	0.561855670103093
074903041	490	66	116	84	79	345	0.704081632653061
074903102	713	44	140	71	127	382	0.535764375876578
074904001	337	8	50	78	87	223	0.661721068249258
074905001	97	7	14	19	12	52	0.536082474226804
074905101	118	6	28	12	23	69	0.584745762711864
074907001	99	5	5	25	26	61	0.616161616161616
074907041	262	17	50	50	36	153	0.583969465648855
074907101	188	22	33	32	38	125	0.664893617021277
074909001	117	8	6	17	5	36	0.307692307692308
074909041	402	32	84	78	71	265	0.659203980099503
074909102	223	17	36	28	43	124	0.556053811659193
074911001	119	6	17	30	25	78	0.65546218487395
074911101	124	5	31	15	28	79	0.637096774193548
074912001	102	3	9	39	18	69	0.676470588235294
074912041	332	22	51	60	51	184	0.55421686746988
074912101	72	2	4	9	17	32	0.444444444444444
074917001	246	11	46	60	45	162	0.658536585365854
074917101	236	2	41	37	56	136	0.576271186440678
075901001	348	7	48	80	134	269	0.772988505747126
075901102	174	7	37	34	57	135	0.775862068965517
075902001	240	14	12	76	31	133	0.554166666666667
075902041	557	41	102	119	145	407	0.730700179533214
075902102	792	39	109	95	198	441	0.556818181818182
075903001	375	32	56	62	71	221	0.589333333333333
075903102	214	24	46	25	45	140	0.654205607476635
075906001	216	6	25	32	55	118	0.546296296296296
075908001	99	7	11	14	23	55	0.555555555555556
075908101	118	4	11	21	39	75	0.635593220338983
076903001	29	0	1	11	11	23	0.793103448275862
076903101	202	13	37	39	31	120	0.594059405940594
076904001	131	14	27	30	16	87	0.66412213740458
076904101	76	2	7	14	24	47	0.618421052631579
077901001	95	6	6	21	40	73	0.768421052631579
077901041	194	16	57	41	27	141	0.72680412371134
077901101	324	31	65	55	49	200	0.617283950617284
077902001	61	8	3	17	6	34	0.557377049180328
077902041	215	19	53	33	27	132	0.613953488372093
077902101	122	18	39	15	17	89	0.729508196721312
078901001	169	12	49	33	22	116	0.686390532544379
079901001	755	51	51	221	155	478	0.633112582781457
079901002	881	62	52	292	207	613	0.695800227014756
079901003	730	19	33	231	221	504	0.69041095890411
079901009	1114	19	40	384	430	873	0.783662477558348
079901010	491	6	20	174	123	323	0.657841140529532
079901041	2415	147	343	328	512	1330	0.550724637681159
079901042	3116	230	497	385	493	1605	0.515083440308087
079901043	2686	64	246	429	1065	1804	0.671630677587491
079901044	3750	64	373	592	1623	2652	0.7072
079901045	2128	45	192	298	824	1359	0.638627819548872
079901101	206	13	42	41	51	147	0.713592233009709
079901102	371	33	89	62	84	268	0.722371967654987
079901105	299	17	33	43	96	189	0.632107023411371
079901107	230	14	49	20	59	142	0.617391304347826
079901108	330	26	68	41	74	209	0.633333333333333
079901109	388	5	54	83	122	264	0.680412371134021
079901110	490	13	79	46	192	330	0.673469387755102
079901111	294	4	28	58	152	242	0.82312925170068
079901112	518	32	96	65	130	323	0.623552123552124
079901114	391	9	48	45	169	271	0.69309462915601
079901115	350	3	19	34	239	295	0.842857142857143
079901116	370	37	75	76	78	266	0.718918918918919
079901118	226	16	25	28	55	124	0.548672566371681
079901119	396	4	18	34	272	328	0.828282828282828
079901120	369	3	16	38	240	297	0.804878048780488
079901121	374	20	46	52	146	264	0.705882352941177
079901122	384	22	67	50	113	252	0.65625
079901123	448	12	49	64	210	335	0.747767857142857
079901125	530	27	65	70	195	357	0.673584905660377
079901126	482	2	41	68	270	381	0.79045643153527
079901127	526	13	46	56	254	369	0.701520912547528
079901139	454	34	79	83	142	338	0.744493392070485
079901140	378	8	32	49	170	259	0.685185185185185
079901141	318	16	44	60	117	237	0.745283018867924
079901142	421	9	56	49	190	304	0.72209026128266
079906001	421	6	24	145	72	247	0.586698337292161
079906041	1392	32	196	189	393	810	0.581896551724138
079906042	868	30	135	176	215	556	0.640552995391705
079907001	955	22	39	253	260	574	0.601047120418848
079907002	495	58	43	136	59	296	0.597979797979798
079907004	818	14	18	197	359	588	0.718826405867971
079907005	830	34	53	263	153	503	0.606024096385542
079907006	907	24	51	260	239	574	0.632855567805954
079907007	794	18	23	198	226	465	0.585642317380353
079907008	789	48	58	263	124	493	0.624841571609633
079907011	984	71	66	296	148	581	0.590447154471545
079907012	513	44	47	162	46	299	0.582846003898636
079907013	1088	18	49	341	244	652	0.599264705882353
079907016	1138	29	46	352	323	750	0.659050966608084
079907041	2676	110	363	435	863	1771	0.661808669656203
079907042	1880	177	362	314	209	1062	0.564893617021277
079907043	2278	75	311	351	734	1471	0.645741878841089
079907044	2029	95	222	147	1033	1497	0.737801872843765
079907045	1735	36	133	257	712	1138	0.655907780979827
079907046	1682	177	340	228	167	912	0.542211652794293
079907047	1987	121	345	297	307	1070	0.538500251635632
079907048	2332	235	464	380	333	1412	0.60548885077187
079907049	2292	70	220	319	990	1599	0.697643979057592
079907050	2463	27	128	300	1428	1883	0.764514819326025
079907051	2864	24	102	271	1860	2257	0.788058659217877
079907052	2276	72	232	351	748	1403	0.616432337434095
079907053	1805	96	258	328	429	1111	0.615512465373961
079907054	2549	64	219	440	951	1674	0.656728128677913
079907055	2058	56	205	272	601	1134	0.551020408163265
079907101	388	59	88	58	64	269	0.693298969072165
079907102	316	15	45	35	122	217	0.686708860759494
079907108	182	32	41	25	18	116	0.637362637362637
079907109	327	46	73	33	44	196	0.599388379204893
079907110	273	12	34	32	112	190	0.695970695970696
079907111	319	37	58	41	77	213	0.667711598746082
079907112	437	23	94	69	101	287	0.65675057208238
079907113	265	42	56	40	58	196	0.739622641509434
079907114	393	31	86	53	103	273	0.694656488549618
079907115	255	34	67	33	50	184	0.72156862745098
079907116	425	60	109	75	84	328	0.771764705882353
079907117	284	7	34	30	144	215	0.757042253521127
079907118	227	33	49	29	54	165	0.726872246696035
079907119	423	11	54	44	161	270	0.638297872340426
079907120	374	11	35	50	178	274	0.732620320855615
079907121	380	23	58	42	129	252	0.663157894736842
079907122	234	41	52	32	30	155	0.662393162393162
079907123	341	9	45	54	151	259	0.759530791788856
079907124	258	24	54	35	68	181	0.701550387596899
079907125	410	16	48	50	147	261	0.636585365853659
079907126	472	12	47	67	261	387	0.819915254237288
079907127	370	12	41	51	177	281	0.759459459459459
079907128	502	9	24	46	328	407	0.810756972111554
079907129	419	38	72	83	93	286	0.682577565632458
079907130	502	7	33	45	340	425	0.846613545816733
079907131	316	30	74	54	62	220	0.69620253164557
079907132	371	21	52	52	136	261	0.703504043126685
079907133	401	57	87	48	79	271	0.675810473815461
079907134	254	30	48	44	50	172	0.677165354330709
079907135	696	3	22	49	507	581	0.834770114942529
079907136	448	3	39	57	251	350	0.78125
079907137	735	12	57	77	434	580	0.789115646258503
079907138	668	47	77	104	221	449	0.672155688622755
079907139	489	51	88	70	91	300	0.613496932515337
079907140	502	10	58	74	239	381	0.758964143426295
079907141	364	38	49	54	132	273	0.75
079907142	714	4	52	82	399	537	0.752100840336134
079907143	526	45	93	79	143	360	0.684410646387833
079907144	325	27	75	59	70	231	0.710769230769231
079907145	538	8	70	72	245	395	0.734200743494424
079907146	334	40	74	60	80	254	0.760479041916168
079907147	789	11	32	54	574	671	0.850443599493029
079907148	466	10	38	57	215	320	0.686695278969957
079907149	318	22	43	47	102	214	0.672955974842767
079907150	554	45	90	73	156	364	0.657039711191336
079907151	548	7	37	66	294	404	0.737226277372263
079907152	820	13	35	90	541	679	0.828048780487805
079907153	368	12	60	61	161	294	0.798913043478261
079907154	496	19	57	70	190	336	0.67741935483871
079907155	431	31	67	51	116	265	0.614849187935035
079910001	405	25	30	126	60	241	0.595061728395062
079910041	974	59	166	173	254	652	0.669404517453799
079910102	495	58	46	38	79	221	0.446464646464646
079910103	1035	72	204	133	244	653	0.630917874396135
080901001	211	10	9	55	33	107	0.507109004739337
080901041	967	42	158	164	243	607	0.627714581178904
080901103	213	14	42	34	38	128	0.60093896713615
081902002	201	3	4	77	52	136	0.676616915422886
081902041	790	43	125	129	135	432	0.546835443037975
081902043	528	36	113	80	106	335	0.634469696969697
081904001	155	7	10	45	45	107	0.690322580645161
081904003	4	0	0	0	0	0	0
081904041	647	34	123	110	121	388	0.599690880989181
081904102	158	10	36	22	33	101	0.639240506329114
081905002	54	4	8	19	10	41	0.759259259259259
081905041	228	16	38	39	32	125	0.548245614035088
081905102	148	15	36	22	38	111	0.75
081906101	137	16	22	24	17	79	0.576642335766423
082902001	106	11	11	29	7	58	0.547169811320755
082902041	410	44	67	48	70	229	0.558536585365854
