cdc_campus	denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	year_growth_rate
101806102	250	30	63	42	44	179	0.716
101807101	78	9	6	7	20	42	0.538461538461538
101810002	333	39	84	36	94	253	0.75975975975976
101814101	369	23	72	48	64	207	0.560975609756098
101814102	419	46	66	34	37	183	0.436754176610979
101814103	186	14	35	27	31	107	0.575268817204301
101814104	170	36	34	21	9	100	0.588235294117647
101815101	102	0	20	20	35	75	0.735294117647059
101819001	444	18	68	66	161	313	0.704954954954955
101821001	36	3	8	10	1	22	0.611111111111111
101828001	644	5	35	84	337	461	0.71583850931677
101828002	567	4	32	93	273	402	0.708994708994709
101828101	472	4	46	106	229	385	0.815677966101695
101837001	72	3	3	28	14	48	0.666666666666667
101837041	237	5	21	60	80	166	0.70042194092827
101838001	157	14	12	31	5	62	0.394904458598726
101838004	3	0	0	2	0	2	0.666666666666667
101838041	554	84	77	41	24	226	0.407942238267148
101838102	186	6	25	31	62	124	0.666666666666667
101838104	185	12	36	22	34	104	0.562162162162162
101840101	56	2	22	9	6	39	0.696428571428571
101840103	54	7	9	1	18	35	0.648148148148148
101842001	47	8	11	5	3	27	0.574468085106383
101845001	1146	40	137	242	325	744	0.649214659685864
101845002	1128	67	134	239	322	762	0.675531914893617
101845003	1146	52	149	215	272	688	0.600349040139616
101845004	1245	73	189	266	262	790	0.634538152610442
101845005	936	40	148	223	215	626	0.668803418803419
101845006	1145	60	196	252	262	770	0.672489082969432
101845007	1133	79	191	197	171	638	0.563106796116505
101845008	1138	53	180	234	212	679	0.596660808435852
101845009	1066	69	191	251	210	721	0.676360225140713
101845010	1160	62	156	277	255	750	0.646551724137931
101845011	1071	88	214	214	180	696	0.649859943977591
101845012	556	34	106	72	89	301	0.54136690647482
101845013	207	12	29	22	40	103	0.497584541062802
101845101	1127	53	118	235	329	735	0.652173913043478
101846001	248	13	12	76	95	196	0.790322580645161
101846002	846	42	123	162	248	575	0.679669030732861
101846003	440	15	49	129	67	260	0.590909090909091
101846005	379	26	66	61	85	238	0.627968337730871
101846006	751	63	138	121	135	457	0.608521970705726
101846102	384	17	54	46	134	251	0.653645833333333
101847101	451	12	75	89	87	263	0.583148558758315
101849101	135	5	19	26	48	98	0.725925925925926
101853042	328	40	64	50	32	186	0.567073170731707
101853101	184	34	44	25	32	135	0.733695652173913
101853106	228	35	36	31	44	146	0.640350877192982
101855101	128	5	28	15	21	69	0.5390625
101856101	477	50	126	81	49	306	0.641509433962264
101858001	941	24	125	104	388	641	0.681190223166844
101858002	587	60	108	88	122	378	0.643952299829642
101858003	355	42	61	49	59	211	0.594366197183099
101858004	259	8	12	107	57	184	0.71042471042471
101858005	981	34	108	185	329	656	0.668705402650357
101858006	1147	65	165	186	351	767	0.66870095902354
101858007	405	12	44	54	154	264	0.651851851851852
101858008	415	26	79	61	115	281	0.67710843373494
101859101	300	12	56	57	102	227	0.756666666666667
101859102	62	5	19	8	12	44	0.709677419354839
101861103	49	0	7	8	5	20	0.408163265306122
101861104	70	4	15	11	14	44	0.628571428571429
101861105	688	71	129	99	85	384	0.558139534883721
101862001	425	4	39	60	236	339	0.797647058823529
101862002	218	2	3	67	62	134	0.614678899082569
101862003	407	10	37	63	192	302	0.742014742014742
101862004	498	24	84	86	107	301	0.604417670682731
101862005	717	15	43	122	379	559	0.779637377963738
101862006	959	8	73	102	513	696	0.725755995828989
101864041	412	60	85	57	25	227	0.550970873786408
101868001	88	14	10	12	0	36	0.409090909090909
101868002	384	66	69	16	9	160	0.416666666666667
101870001	513	4	49	85	148	286	0.557504873294347
101871041	140	15	15	32	21	83	0.592857142857143
101871102	95	16	20	9	14	59	0.621052631578947
101872001	108	16	37	19	11	83	0.768518518518518
101873001	210	26	36	14	8	84	0.4
101874001	407	31	57	56	33	177	0.434889434889435
101902001	758	145	85	201	29	460	0.606860158311346
101902002	340	17	22	110	44	193	0.567647058823529
101902003	860	130	87	245	36	498	0.57906976744186
101902004	730	97	64	208	81	450	0.616438356164384
101902005	600	107	85	173	24	389	0.648333333333333
101902008	184	2	3	68	39	112	0.608695652173913
101902012	793	132	71	251	31	485	0.611601513240858
101902013	6	0	0	1	0	1	0.166666666666667
101902014	644	29	42	210	145	426	0.661490683229814
101902041	1687	168	299	261	139	867	0.51393005334914
101902042	1074	86	240	203	163	692	0.644320297951583
101902043	2302	194	437	348	245	1224	0.531711555169418
101902044	1864	162	326	340	272	1100	0.590128755364807
101902045	2170	241	420	211	205	1077	0.4963133640553
101902046	1796	192	342	292	218	1044	0.581291759465479
101902047	2167	183	382	347	341	1253	0.578218735579142
101902048	2169	176	382	364	299	1221	0.562932226832642
101902051	1963	175	388	296	207	1066	0.543046357615894
101902052	1939	177	319	252	202	950	0.489943269726663
101902053	2133	195	406	383	293	1277	0.598687294889827
101902054	2286	200	497	443	321	1461	0.639107611548556
101902055	2262	172	391	335	271	1169	0.516799292661362
101902062	1056	117	211	135	194	657	0.622159090909091
101902081	628	0	22	150	189	361	0.57484076433121
101902082	720	0	21	153	130	304	0.422222222222222
101902083	800	0	23	203	278	504	0.63
101902084	512	0	35	103	66	204	0.3984375
101902085	586	0	16	156	77	249	0.424914675767918
101902101	448	46	36	32	54	168	0.375
101902103	583	60	147	86	89	382	0.655231560891938
101902105	545	79	149	71	55	354	0.64954128440367
101902106	285	27	75	45	54	201	0.705263157894737
101902107	422	28	94	62	77	261	0.618483412322275
101902108	6	3	0	0	0	3	0.5
101902110	556	42	145	76	57	320	0.575539568345324
101902111	522	36	117	68	129	350	0.670498084291188
101902112	574	63	122	75	69	329	0.573170731707317
101902113	498	41	115	65	97	318	0.63855421686747
101902114	364	29	88	50	54	221	0.607142857142857
101902115	333	17	69	67	103	256	0.768768768768769
101902116	546	55	110	87	102	354	0.648351648351648
101902117	402	20	59	79	128	286	0.711442786069652
101902118	417	35	68	59	91	253	0.606714628297362
101902119	494	32	112	120	123	387	0.783400809716599
101902121	396	21	65	81	105	272	0.686868686868687
101902122	413	28	109	67	118	322	0.779661016949153
101902123	389	34	74	49	95	252	0.647814910025707
101902124	355	23	68	52	82	225	0.633802816901408
101902125	432	30	114	81	70	295	0.68287037037037
101902126	313	21	82	42	61	206	0.65814696485623
101902128	305	19	58	62	61	200	0.655737704918033
101902129	345	35	92	52	50	229	0.663768115942029
101902130	485	34	111	75	97	317	0.65360824742268
101902131	440	39	85	71	84	279	0.634090909090909
101902132	398	37	64	59	78	238	0.597989949748744
101902134	613	53	124	97	135	409	0.66721044045677
101902135	468	44	114	85	72	315	0.673076923076923
101902136	737	70	131	76	104	381	0.516960651289009
101902137	390	20	73	52	39	184	0.471794871794872
101902138	602	59	109	66	139	373	0.619601328903654
101902139	479	44	90	84	88	306	0.638830897703549
101902140	475	35	123	78	89	325	0.684210526315789
101902141	371	31	83	52	55	221	0.595687331536388
101902142	346	25	83	68	62	238	0.687861271676301
101902143	677	59	113	103	151	426	0.629246676514033
101902144	508	54	99	57	89	299	0.588582677165354
101902145	336	28	67	58	73	226	0.672619047619048
101902146	471	52	73	46	64	235	0.498938428874735
101903001	1592	151	109	431	207	898	0.564070351758794
101903002	1730	157	109	473	264	1003	0.579768786127168
101903003	1284	85	66	278	172	601	0.468068535825545
101903006	226	0	2	55	88	145	0.641592920353982
101903012	147	0	1	33	73	107	0.727891156462585
101903041	1737	222	311	246	250	1029	0.592400690846287
101903042	1850	262	394	324	313	1293	0.698918918918919
101903043	1783	212	352	287	337	1188	0.666292765002804
101903044	1632	143	345	316	335	1139	0.697916666666667
101903045	2189	123	369	446	634	1572	0.718136135221562
101903046	2343	218	442	513	560	1733	0.739650021340162
101903101	347	44	57	50	68	219	0.631123919308357
101903102	287	33	47	21	76	177	0.616724738675958
101903103	295	32	32	37	52	153	0.51864406779661
101903104	240	39	38	41	45	163	0.679166666666667
101903105	272	26	35	28	37	126	0.463235294117647
101903106	174	12	24	26	55	117	0.672413793103448
101903107	278	26	59	44	56	185	0.665467625899281
101903108	468	48	91	49	130	318	0.67948717948718
101903109	293	22	43	34	70	169	0.57679180887372
101903110	226	11	37	36	57	141	0.623893805309734
101903111	224	15	47	26	59	147	0.65625
101903112	189	22	35	22	36	115	0.608465608465608
101903113	205	11	31	40	61	143	0.697560975609756
101903114	225	32	41	33	46	152	0.675555555555556
101903115	301	32	58	56	61	207	0.687707641196013
101903116	257	32	41	29	34	136	0.529182879377432
101903117	315	41	34	38	51	164	0.520634920634921
101903118	231	44	45	29	44	162	0.701298701298701
101903119	370	36	31	38	122	227	0.613513513513513
101903120	287	19	42	36	64	161	0.560975609756098
101903121	278	33	40	42	57	172	0.618705035971223
101903122	361	61	65	40	57	223	0.617728531855956
101903123	248	23	49	33	38	143	0.576612903225806
101903124	378	29	35	58	83	205	0.542328042328042
101903140	1755	231	401	216	246	1094	0.623361823361823
101903141	1696	275	352	190	203	1020	0.601415094339623
101903142	1897	155	318	244	518	1235	0.651027938850817
101903143	1512	122	299	195	248	864	0.571428571428571
101903144	1684	110	306	252	458	1126	0.668646080760095
101903145	2233	217	410	320	502	1449	0.648902821316614
101905001	1078	65	84	340	147	636	0.589981447124304
101905005	16	5	1	2	0	8	0.5
101905041	2119	146	405	381	341	1273	0.600755073147711
101905042	605	37	115	99	154	405	0.669421487603306
101905043	1870	93	344	338	346	1121	0.599465240641711
101905101	269	27	59	34	61	181	0.672862453531598
101905102	327	30	50	32	78	190	0.581039755351682
101905103	260	23	46	27	75	171	0.657692307692308
101905104	334	17	70	53	83	223	0.667664670658683
101905105	311	29	46	48	80	203	0.652733118971061
101905106	469	29	91	74	105	299	0.637526652452026
101906001	642	41	38	164	83	326	0.507788161993769
101906042	2715	163	405	464	680	1712	0.630570902394107
101906101	448	19	77	57	145	298	0.665178571428571
101906103	258	25	50	37	52	164	0.635658914728682
101906104	517	48	117	86	110	361	0.69825918762089
101906106	612	39	127	95	111	372	0.607843137254902
101907002	1177	51	44	449	264	808	0.686491079014444
101907003	1324	56	63	412	226	757	0.571752265861027
101907004	1227	48	69	414	275	806	0.656886715566422
101907005	1096	33	70	394	281	778	0.70985401459854
101907007	1139	53	84	425	180	742	0.651448639157155
101907009	1005	39	66	349	140	594	0.591044776119403
101907010	1213	71	85	412	199	767	0.632316570486397
101907011	1171	28	42	416	389	875	0.747224594363792
101907012	1040	20	57	364	351	792	0.761538461538462
101907013	1215	77	85	417	165	744	0.612345679012346
101907015	1034	53	69	350	164	636	0.615087040618955
101907016	1037	13	22	346	246	627	0.604628736740598
101907041	2706	92	342	521	875	1830	0.676274944567627
101907042	3025	248	550	459	631	1888	0.624132231404959
101907043	2758	143	404	458	770	1775	0.643582306018854
101907044	2404	167	423	367	496	1453	0.604409317803661
101907045	2596	143	465	390	573	1571	0.605161787365177
101907046	2472	121	379	437	681	1618	0.65453074433657
101907047	2838	119	396	496	877	1888	0.665257223396758
101907048	2390	171	381	379	566	1497	0.626359832635983
101907049	2768	51	225	439	1359	2074	0.749277456647399
101907050	3422	166	566	536	679	1947	0.568965517241379
101907051	2952	66	293	458	1162	1979	0.670392953929539
101907052	2600	45	275	457	1045	1822	0.700769230769231
101907053	2528	129	432	381	545	1487	0.588212025316456
101907054	2907	37	178	405	1544	2164	0.744410044719642
101907055	2477	159	446	400	447	1452	0.586192975373436
101907056	2968	26	136	343	1778	2283	0.769204851752022
101907057	3063	53	220	455	1426	2154	0.703232125367287
101907058	2949	87	394	453	941	1875	0.635808748728383
101907101	543	75	131	71	67	344	0.633517495395948
101907103	576	36	79	77	198	390	0.677083333333333
101907104	626	28	134	77	181	420	0.670926517571885
101907105	593	45	97	80	143	365	0.615514333895447
101907106	533	37	103	99	142	381	0.714821763602251
101907107	557	31	99	80	144	354	0.635547576301616
101907108	457	37	94	72	124	327	0.715536105032823
101907109	571	40	104	75	171	390	0.683012259194396
101907110	434	18	61	62	170	311	0.716589861751152
101907111	570	54	117	90	120	381	0.668421052631579
101907112	526	54	87	55	110	306	0.581749049429658
101907113	616	54	128	100	144	426	0.691558441558442
101907115	475	26	79	66	162	333	0.701052631578947
101907116	608	44	77	86	198	405	0.666118421052632
101907117	499	55	117	80	92	344	0.68937875751503
101907118	540	39	81	69	137	326	0.603703703703704
101907119	498	43	82	54	129	308	0.618473895582329
101907120	497	33	80	73	125	311	0.625754527162978
101907121	475	35	89	79	108	311	0.654736842105263
101907122	942	86	195	148	226	655	0.695329087048832
101907124	594	62	155	87	134	438	0.737373737373737
101907125	573	49	105	93	178	425	0.741710296684119
101907126	722	19	75	91	327	512	0.709141274238227
101907127	554	50	118	86	128	382	0.689530685920578
101907128	464	12	61	73	161	307	0.661637931034483
101907129	657	55	123	99	148	425	0.646879756468798
101907130	628	23	90	81	232	426	0.678343949044586
101907131	474	43	82	67	154	346	0.729957805907173
101907132	638	43	137	95	147	422	0.661442006269592
101907133	696	21	92	103	246	462	0.663793103448276
101907134	533	42	85	68	149	344	0.645403377110694
101907135	736	26	84	87	363	560	0.760869565217391
101907136	587	42	81	73	187	383	0.652470187393526
101907137	548	40	140	89	125	394	0.718978102189781
101907138	730	8	39	82	465	594	0.813698630136986
101907139	732	23	64	109	397	593	0.810109289617486
101907140	754	27	88	115	295	525	0.696286472148541
101907141	506	42	105	100	136	383	0.756916996047431
101907142	525	63	121	87	109	380	0.723809523809524
101907143	689	13	67	95	327	502	0.728592162554427
101907144	571	40	92	82	183	397	0.695271453590193
101907145	570	31	108	90	179	408	0.715789473684211
101907146	575	26	96	78	176	376	0.653913043478261
101907147	532	13	78	95	216	402	0.755639097744361
101907148	659	33	104	88	254	479	0.726858877086495
101907149	921	10	76	117	538	741	0.804560260586319
101907150	638	62	117	86	190	455	0.713166144200627
101907151	593	41	114	89	131	375	0.632377740303541
101907152	714	45	119	109	159	432	0.605042016806723
101907153	812	11	73	89	438	611	0.752463054187192
101907154	684	53	105	110	165	433	0.633040935672515
101907155	538	9	35	67	281	392	0.728624535315985
101907156	517	3	17	41	350	411	0.794970986460348
101907157	705	22	88	108	262	480	0.680851063829787
101907158	460	2	31	65	245	343	0.745652173913044
101908001	1604	79	87	539	325	1030	0.64214463840399
101908041	1171	70	190	224	207	691	0.590093936806149
101908042	1721	40	178	297	619	1134	0.658919233004067
101908043	1547	87	277	269	297	930	0.601163542340013
101908044	1368	31	162	229	487	909	0.664473684210526
101908101	587	19	99	92	160	370	0.630323679727428
101908102	940	70	226	129	146	571	0.607446808510638
101908104	588	9	76	86	216	387	0.658163265306122
101908105	508	14	60	78	205	357	0.702755905511811
101908107	466	24	90	88	133	335	0.718884120171674
101908108	611	15	73	119	275	482	0.788870703764321
101910002	774	61	56	233	124	474	0.612403100775194
101910003	1895	110	142	541	425	1218	0.642744063324538
101910030	200	3	5	64	58	130	0.65
101910041	2000	148	386	318	297	1149	0.5745
101910042	2584	228	486	490	577	1781	0.689241486068111
101910043	953	54	156	189	190	589	0.618048268625394
101910044	1756	123	344	407	333	1207	0.687357630979499
101910045	2096	65	224	247	383	919	0.438454198473282
101910101	418	35	79	59	104	277	0.662679425837321
101910102	425	27	100	82	104	313	0.736470588235294
101910104	360	31	85	48	75	239	0.663888888888889
101910105	343	33	76	36	73	218	0.635568513119534
101910106	436	25	83	77	151	336	0.770642201834862
101910107	434	30	84	66	135	315	0.725806451612903
101910108	604	40	115	83	160	398	0.658940397350993
101910109	341	26	60	55	93	234	0.686217008797654
101910110	273	13	41	48	84	186	0.681318681318681
101910111	431	39	98	79	88	304	0.705336426914153
101910112	293	17	58	44	84	203	0.692832764505119
101910113	443	32	87	58	63	240	0.54176072234763
101910114	366	23	78	53	88	242	0.66120218579235
101910115	364	24	76	75	84	259	0.711538461538462
101910116	469	37	80	62	100	279	0.594882729211087
101911002	708	65	55	184	115	419	0.59180790960452
101911003	943	69	69	294	243	675	0.715800636267232
101911005	7	3	0	1	0	4	0.571428571428571
101911015	935	72	61	241	116	490	0.524064171122995
101911016	169	0	2	59	40	101	0.597633136094675
101911017	131	8	10	33	16	67	0.511450381679389
101911041	1694	139	328	291	284	1042	0.615112160566706
101911043	1940	147	340	360	414	1261	0.65
101911044	2198	134	360	421	542	1457	0.66287534121929
101911045	1784	144	295	286	263	988	0.553811659192825
101911046	2002	104	328	432	487	1351	0.674825174825175
101911101	451	28	97	82	153	360	0.798226164079823
101911102	462	33	77	58	134	302	0.653679653679654
101911103	428	47	97	68	68	280	0.654205607476635
101911105	373	25	61	51	80	217	0.581769436997319
101911107	363	35	82	48	88	253	0.696969696969697
101911108	804	82	171	113	125	491	0.610696517412935
101911111	376	39	69	54	75	237	0.63031914893617
101911112	256	41	65	42	40	188	0.734375
101911113	409	54	82	52	64	252	0.616136919315403
101911114	535	62	123	75	95	355	0.663551401869159
101911118	401	24	62	76	123	285	0.71072319201995
101911120	372	71	78	32	44	225	0.604838709677419
101911122	556	46	120	79	159	404	0.726618705035971
101911123	436	31	94	70	107	302	0.692660550458716
101911125	530	43	90	74	161	368	0.694339622641509
101912001	652	70	45	124	78	317	0.486196319018405
101912002	1146	50	39	335	331	755	0.658813263525305
101912003	612	58	47	129	61	295	0.48202614379085
101912004	365	36	43	100	33	212	0.580821917808219
101912006	132	6	5	50	38	99	0.75
101912007	287	36	39	69	36	180	0.627177700348432
101912008	1086	26	30	316	253	625	0.575506445672192
101912009	612	111	58	121	59	349	0.570261437908497
101912010	638	55	53	149	85	342	0.536050156739812
101912011	846	49	82	252	69	452	0.534278959810875
101912012	931	44	58	290	103	495	0.531686358754028
101912014	617	69	53	143	50	315	0.510534846029173
101912015	781	61	60	232	47	400	0.512163892445583
101912016	257	31	24	59	28	142	0.552529182879377
101912017	972	88	76	251	126	541	0.556584362139918
101912018	297	37	21	60	40	158	0.531986531986532
101912019	288	42	33	63	36	174	0.604166666666667
101912020	329	40	31	74	29	174	0.52887537993921
101912023	556	78	47	101	58	284	0.510791366906475
101912024	268	27	16	66	31	140	0.522388059701492
101912025	227	0	1	67	105	173	0.762114537444934
101912026	283	0	0	63	154	217	0.76678445229682
101912027	1008	76	56	216	138	486	0.482142857142857
101912034	183	2	4	77	47	130	0.710382513661202
101912036	1063	47	54	308	245	654	0.615239887111947
101912039	1301	22	18	90	945	1075	0.826287471176018
101912041	711	123	119	95	59	396	0.556962025316456
101912042	2229	119	310	330	635	1394	0.625392552714222
101912043	2766	171	389	451	843	1854	0.670281995661605
101912044	563	76	121	54	67	318	0.564831261101243
101912045	1127	150	223	115	105	593	0.526175687666371
101912046	1174	107	232	153	122	614	0.522998296422487
101912047	1418	147	276	200	168	791	0.557827926657264
101912048	1176	132	236	159	111	638	0.542517006802721
101912049	2432	100	301	359	571	1331	0.547286184210526
101912050	1136	144	223	187	160	714	0.628521126760563
101912051	2299	198	433	344	328	1303	0.566768160069596
101912052	1413	190	308	192	117	807	0.571125265392781
101912053	1765	95	232	277	487	1091	0.618130311614731
101912054	1161	133	245	154	126	658	0.566752799310939
101912055	2960	135	392	456	652	1635	0.552364864864865
101912056	1066	154	235	206	117	712	0.667917448405253
101912057	2637	34	109	280	1523	1946	0.737959802806219
101912058	788	95	170	111	110	486	0.616751269035533
101912059	1123	139	173	176	145	633	0.56366874443455
101912060	1998	215	341	234	302	1092	0.546546546546547
101912061	1439	135	310	299	193	937	0.651146629603892
101912062	1017	124	170	145	117	556	0.546705998033432
101912064	3176	165	417	447	973	2002	0.630352644836272
101912068	1485	80	198	235	430	943	0.635016835016835
101912069	43	8	0	17	6	31	0.720930232558139
101912071	555	1	44	97	246	388	0.699099099099099
101912072	1648	178	294	217	179	868	0.526699029126214
101912075	2134	255	394	312	281	1242	0.582005623242737
101912077	910	147	175	93	60	475	0.521978021978022
101912078	832	96	136	103	79	414	0.497596153846154
101912079	1119	171	229	116	100	616	0.550491510277033
101912080	1381	59	206	198	386	849	0.614771904417089
101912081	1156	13	98	232	365	708	0.612456747404844
101912082	808	113	184	100	74	471	0.582920792079208
101912098	2641	153	325	370	667	1515	0.57364634608103
101912099	1902	104	256	349	576	1285	0.675604626708728
101912100	3898	183	510	566	865	2124	0.54489481785531
101912102	147	19	41	25	24	109	0.741496598639456
101912104	402	37	87	51	94	269	0.669154228855721
101912105	379	55	75	31	68	229	0.604221635883905
101912106	350	21	43	75	116	255	0.728571428571429
101912107	342	41	94	42	60	237	0.692982456140351
101912108	314	47	100	61	38	246	0.78343949044586
101912109	406	40	74	62	105	281	0.692118226600985
101912110	182	26	39	26	32	123	0.675824175824176
101912111	394	46	87	44	58	235	0.596446700507614
101912112	422	68	95	62	91	316	0.748815165876777
101912113	200	17	49	38	44	148	0.74
101912114	390	35	87	40	111	273	0.7
101912115	264	27	28	41	58	154	0.583333333333333
101912116	484	30	65	46	169	310	0.640495867768595
101912117	150	28	26	18	30	102	0.68
101912119	466	16	67	97	167	347	0.744635193133047
101912120	233	21	58	32	40	151	0.648068669527897
101912121	267	37	57	30	27	151	0.565543071161049
101912122	480	19	57	74	221	371	0.772916666666667
101912123	242	53	50	30	37	170	0.702479338842975
101912124	282	24	47	35	73	179	0.634751773049645
101912125	263	25	65	39	47	176	0.669201520912547
101912127	182	41	52	23	19	135	0.741758241758242
101912128	501	15	43	51	207	316	0.630738522954092
101912130	461	17	26	50	271	364	0.789587852494577
101912132	364	57	52	50	80	239	0.656593406593407
101912133	469	26	104	78	159	367	0.782515991471215
101912135	321	9	60	59	101	229	0.713395638629283
101912136	359	47	42	33	65	187	0.520891364902507
101912137	447	20	67	61	134	282	0.630872483221476
101912138	323	23	38	44	113	218	0.674922600619195
101912140	284	51	71	36	38	196	0.690140845070423
101912144	319	28	43	37	84	192	0.601880877742947
101912147	266	21	45	57	77	200	0.75187969924812
101912148	409	30	115	66	109	320	0.78239608801956
101912149	417	60	82	49	101	292	0.700239808153477
101912151	348	32	61	57	101	251	0.721264367816092
101912152	247	4	13	34	114	165	0.668016194331984
101912153	137	25	28	21	20	94	0.686131386861314
101912154	194	27	21	22	66	136	0.701030927835052
101912155	235	34	60	18	33	145	0.617021276595745
101912156	282	10	63	58	54	185	0.656028368794326
101912157	614	40	87	84	176	387	0.63029315960912
101912158	425	60	94	61	98	313	0.736470588235294
101912159	329	24	52	33	81	190	0.577507598784195
101912162	286	18	67	38	59	182	0.636363636363636
101912163	1012	198	198	85	73	554	0.547430830039526
101912166	241	28	54	27	45	154	0.639004149377593
101912167	224	41	48	22	38	149	0.665178571428571
101912168	192	34	36	21	24	115	0.598958333333333
101912169	387	15	46	57	172	290	0.749354005167959
101912170	202	22	42	19	46	129	0.638613861386139
101912171	341	26	66	48	93	233	0.683284457478006
101912172	138	18	29	24	30	101	0.731884057971015
101912173	502	37	62	67	221	387	0.770916334661355
101912174	266	58	51	25	34	168	0.631578947368421
101912175	398	52	64	38	74	228	0.57286432160804
101912178	481	6	7	24	350	387	0.804573804573805
101912179	220	41	41	33	35	150	0.681818181818182
101912180	164	32	17	17	25	91	0.554878048780488
101912181	276	18	53	25	65	161	0.583333333333333
101912182	210	23	45	32	49	149	0.70952380952381
101912185	164	19	48	28	17	112	0.682926829268293
101912186	244	33	60	16	27	136	0.557377049180328
101912187	203	42	39	19	35	135	0.665024630541872
101912188	367	36	85	47	63	231	0.629427792915531
101912189	370	13	31	40	203	287	0.775675675675676
101912192	425	45	61	39	102	247	0.581176470588235
101912194	501	53	100	62	104	319	0.636726546906188
101912195	332	35	67	40	69	211	0.635542168674699
101912196	433	57	119	52	91	319	0.736720554272517
101912197	199	46	51	25	34	156	0.78391959798995
101912198	229	28	50	28	39	145	0.633187772925764
101912199	410	13	43	40	214	310	0.75609756097561
101912201	323	41	59	49	65	214	0.662538699690402
101912203	223	30	42	24	53	149	0.668161434977579
101912204	176	5	31	34	68	138	0.784090909090909
101912207	306	35	70	55	58	218	0.712418300653595
101912210	230	31	44	21	37	133	0.578260869565217
101912211	530	15	52	63	298	428	0.807547169811321
101912212	159	15	40	25	24	104	0.654088050314465
101912213	186	10	18	17	36	81	0.435483870967742
101912214	510	22	46	71	238	377	0.73921568627451
101912215	499	17	69	64	215	365	0.731462925851703
101912216	442	26	62	55	146	289	0.653846153846154
101912217	237	19	38	30	44	131	0.552742616033755
101912218	981	85	171	139	245	640	0.652395514780836
101912219	564	76	121	72	120	389	0.689716312056738
101912220	137	12	31	24	38	105	0.766423357664234
101912221	568	35	68	52	231	386	0.679577464788732
101912222	140	29	35	15	16	95	0.678571428571429
101912223	200	23	38	31	49	141	0.705
101912224	305	11	22	38	114	185	0.60655737704918
101912225	238	43	49	28	31	151	0.634453781512605
101912227	365	32	67	43	87	229	0.627397260273973
101912228	424	2	12	41	309	364	0.858490566037736
101912229	437	0	12	27	323	362	0.82837528604119
101912231	399	23	66	49	124	262	0.656641604010025
101912232	190	43	41	12	24	120	0.631578947368421
101912233	259	35	46	42	26	149	0.575289575289575
101912234	932	54	158	154	218	584	0.626609442060086
101912237	384	32	79	44	63	218	0.567708333333333
101912239	362	60	80	42	61	243	0.671270718232044
101912240	309	54	86	38	39	217	0.702265372168285
101912241	326	27	33	48	86	194	0.595092024539877
101912242	398	59	74	39	51	223	0.560301507537688
101912243	206	16	33	22	41	112	0.54368932038835
101912244	322	24	60	65	92	241	0.748447204968944
101912245	328	40	71	41	38	190	0.579268292682927
101912247	130	23	19	8	11	61	0.469230769230769
101912248	567	49	86	105	184	424	0.747795414462081
101912249	412	14	46	61	196	317	0.769417475728155
101912251	493	13	26	47	312	398	0.807302231237322
101912252	230	31	44	19	37	131	0.569565217391304
101912253	395	53	79	32	100	264	0.668354430379747
101912254	164	35	35	17	13	100	0.609756097560976
101912255	784	2	22	48	587	659	0.840561224489796
101912256	302	8	29	43	120	200	0.662251655629139
101912257	293	36	33	19	43	131	0.447098976109215
101912258	274	31	65	43	57	196	0.715328467153285
101912259	370	22	57	57	81	217	0.586486486486486
101912260	375	19	36	47	141	243	0.648
101912262	237	33	67	25	34	159	0.670886075949367
101912263	364	49	75	56	68	248	0.681318681318681
101912264	141	27	31	15	29	102	0.723404255319149
101912265	204	21	39	13	39	112	0.549019607843137
101912267	390	23	65	64	120	272	0.697435897435897
101912268	324	32	71	46	88	237	0.731481481481482
101912269	284	13	47	42	70	172	0.605633802816901
101912271	313	73	54	34	43	204	0.651757188498403
101912273	238	41	46	22	28	137	0.57563025210084
101912274	437	50	76	35	127	288	0.659038901601831
101912275	473	6	26	46	295	373	0.788583509513742
101912276	229	32	56	27	33	148	0.646288209606987
101912279	204	19	57	34	55	165	0.808823529411765
101912281	345	8	40	83	161	292	0.846376811594203
101912283	325	61	59	39	38	197	0.606153846153846
101912285	466	41	96	55	106	298	0.639484978540773
101912286	448	38	74	62	136	310	0.691964285714286
101912287	304	12	41	38	75	166	0.546052631578947
101912289	192	33	39	16	19	107	0.557291666666667
101912290	423	33	98	71	125	327	0.773049645390071
101912291	220	29	39	28	32	128	0.581818181818182
101912292	285	12	44	29	104	189	0.663157894736842
101912295	417	66	77	60	77	280	0.671462829736211
101912297	216	19	38	31	64	152	0.703703703703704
101912298	292	32	68	43	56	199	0.681506849315068
101912299	250	41	68	34	32	175	0.7
101912300	343	66	49	13	13	141	0.411078717201166
101912301	163	0	2	52	62	116	0.711656441717791
101912308	182	1	3	70	65	139	0.763736263736264
101912310	981	116	66	180	49	411	0.418960244648318
101912311	121	2	11	40	17	70	0.578512396694215
101912321	124	6	8	54	22	90	0.725806451612903
101912322	238	0	0	48	137	185	0.777310924369748
101912323	196	0	1	80	58	139	0.709183673469388
101912324	48	16	7	7	2	32	0.666666666666667
101912337	2267	35	158	314	1099	1606	0.708425231583591
101912338	1918	187	338	279	299	1103	0.575078206465068
101912342	964	45	151	146	266	608	0.630705394190871
101912344	540	16	45	65	259	385	0.712962962962963
101912345	154	0	3	48	44	95	0.616883116883117
